75665,2018-01-03 17:17:00.000000,IOTUSD,4.02,4.0209,4.0152,4.0152,845.7249849
75666,2018-01-03 17:17:00.000000,ETHUSD,877,877.84,877,877.36,18.88516603
75667,2018-01-03 17:17:00.000000,LTCUSD,246.36,246.89,246.24,246.31,96.86014831
75668,2018-01-03 17:17:00.000000,XMRUSD,380,380,379.62,379.62,20.2
